id ; popSize ; tournament ; mutation ; crossover ; preserveCommonLink ; swapMutation ; numOfCycles ; duration ; best ; av ; worst ; bestFitness ; bestResult
0152 ; 25 ; 6 ; 30.0 ; 1 ; true ; false ; 230 ; 76 ; 907.0838258409934 ; 1072.724229446988 ; 1370.6019804731814 ; 755.749857556332 ; 1.0 ; [Berlin, Warschau, Kischinau, Mins, Jekaterinenburg, Moskau, Sotschi, Wien, Kiew, Riga, Budapest, Kasan, Saransk, Wolgograd, Samara, Vilnius, Kaliningrad, Prag, Nowgorod, Rostow, StPetersburg, Berlin]
0153 ; 25 ; 6 ; 30.0 ; 1 ; true ; false ; 340 ; 62 ; 905.9341324247414 ; 1095.3437053258606 ; 1331.192083614343 ; 755.749857556332 ; 1.0 ; [Berlin, Warschau, Kischinau, Mins, Jekaterinenburg, Moskau, Sotschi, Wien, Kiew, Riga, Budapest, Kasan, Saransk, Wolgograd, Samara, Vilnius, Kaliningrad, Prag, Nowgorod, Rostow, StPetersburg, Berlin]
0154 ; 25 ; 6 ; 30.0 ; 1 ; true ; false ; 450 ; 68 ; 856.9794131246624 ; 1066.0816293687974 ; 1331.192083614343 ; 755.749857556332 ; 1.0 ; [Berlin, Warschau, Kischinau, Mins, Jekaterinenburg, Moskau, Sotschi, Wien, Kiew, Riga, Budapest, Kasan, Saransk, Wolgograd, Samara, Vilnius, Kaliningrad, Prag, Nowgorod, Rostow, StPetersburg, Berlin]
0155 ; 25 ; 6 ; 30.0 ; 1 ; true ; false ; 560 ; 88 ; 872.1629807581315 ; 1074.679807585906 ; 1331.192083614343 ; 755.749857556332 ; 1.0 ; [Berlin, Warschau, Kischinau, Mins, Jekaterinenburg, Moskau, Sotschi, Wien, Kiew, Riga, Budapest, Kasan, Saransk, Wolgograd, Samara, Vilnius, Kaliningrad, Prag, Nowgorod, Rostow, StPetersburg, Berlin]
0156 ; 25 ; 6 ; 30.0 ; 1 ; true ; false ; 670 ; 71 ; 876.2779598420565 ; 1110.5371461058305 ; 1316.9994995984493 ; 755.749857556332 ; 1.0 ; [Berlin, Warschau, Kischinau, Mins, Jekaterinenburg, Moskau, Sotschi, Wien, Kiew, Riga, Budapest, Kasan, Saransk, Wolgograd, Samara, Vilnius, Kaliningrad, Prag, Nowgorod, Rostow, StPetersburg, Berlin]
0157 ; 25 ; 6 ; 30.0 ; 1 ; true ; false ; 780 ; 63 ; 895.5490894386776 ; 1090.9709808268904 ; 1331.0141510048795 ; 755.749857556332 ; 1.0 ; [Berlin, Warschau, Kischinau, Mins, Jekaterinenburg, Moskau, Sotschi, Wien, Kiew, Riga, Budapest, Kasan, Saransk, Wolgograd, Samara, Vilnius, Kaliningrad, Prag, Nowgorod, Rostow, StPetersburg, Berlin]
0158 ; 25 ; 6 ; 30.0 ; 1 ; true ; false ; 890 ; 80 ; 895.5490894386776 ; 1083.9388577444843 ; 1331.0141510048795 ; 755.749857556332 ; 1.0 ; [Berlin, Warschau, Kischinau, Mins, Jekaterinenburg, Moskau, Sotschi, Wien, Kiew, Riga, Budapest, Kasan, Saransk, Wolgograd, Samara, Vilnius, Kaliningrad, Prag, Nowgorod, Rostow, StPetersburg, Berlin]
0159 ; 25 ; 6 ; 30.0 ; 1 ; true ; false ; 1000 ; 138 ; 795.4765021864248 ; 1046.9238687879688 ; 1324.5580305705575 ; 755.749857556332 ; 1.0 ; [Berlin, Warschau, Kischinau, Mins, Jekaterinenburg, Moskau, Sotschi, Wien, Kiew, Riga, Budapest, Kasan, Saransk, Wolgograd, Samara, Vilnius, Kaliningrad, Prag, Nowgorod, Rostow, StPetersburg, Berlin]
0160 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 10 ; 146 ; 728.5116135413862 ; 826.9940969868334 ; 1027.1113284169637 ; 723.5359947467861 ; 1.3821012461860551 ; [Berlin, Wien, Budapest, Mins, Sotschi, Jekaterinenburg, Nowgorod, Saransk, Samara, StPetersburg, Riga, Vilnius, Kischinau, Kiew, Moskau, Wolgograd, Rostow, Warschau, Kasan, Kaliningrad, Prag, Berlin]
0161 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 120 ; 1416 ; 712.1001911123868 ; 841.9689988688846 ; 975.3106631608231 ; 694.6599385511328 ; 1.0415686216998215 ; [Berlin, Kaliningrad, Kasan, Rostow, Wolgograd, Moskau, Kischinau, Vilnius, Riga, StPetersburg, Samara, Saransk, Nowgorod, Jekaterinenburg, Sotschi, Mins, Wien, Budapest, Kiew, Warschau, Prag, Berlin]
0162 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 230 ; 1388 ; 684.7253488308085 ; 803.3843478530389 ; 1095.3370662911864 ; 641.7924146384266 ; 1.0823748032960014 ; [Berlin, Prag, Wien, Saransk, Moskau, Wolgograd, Jekaterinenburg, Nowgorod, Vilnius, Riga, Warschau, Mins, Budapest, Kasan, Samara, Sotschi, Rostow, Kiew, Kaliningrad, StPetersburg, Kischinau, Berlin]
0163 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 340 ; 1393 ; 641.2989210337997 ; 801.2562203813064 ; 1030.9607304078793 ; 607.9848425552472 ; 1.0556059456039932 ; [Berlin, Budapest, Mins, StPetersburg, Saransk, Kasan, Moskau, Kiew, Warschau, Prag, Wien, Kaliningrad, Riga, Kischinau, Sotschi, Wolgograd, Jekaterinenburg, Samara, Rostow, Vilnius, Nowgorod, Berlin]
0164 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 450 ; 1476 ; 623.6922918056039 ; 778.3797429928662 ; 939.5201713857607 ; 607.9848425552472 ; 1.0 ; [Berlin, Budapest, Mins, StPetersburg, Saransk, Kasan, Moskau, Kiew, Warschau, Prag, Wien, Kaliningrad, Riga, Kischinau, Sotschi, Wolgograd, Jekaterinenburg, Samara, Rostow, Vilnius, Nowgorod, Berlin]
0165 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 560 ; 1375 ; 586.365212132287 ; 726.3692692625301 ; 1026.9238080006817 ; 582.6141617539297 ; 1.0435462823714075 ; [Berlin, Kischinau, Moskau, Rostow, Vilnius, Kaliningrad, Riga, Warschau, Mins, Kiew, StPetersburg, Nowgorod, Kasan, Saransk, Samara, Jekaterinenburg, Wolgograd, Sotschi, Budapest, Prag, Wien, Berlin]
0166 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 670 ; 1386 ; 548.5461719059521 ; 643.7329181055337 ; 872.9426488922821 ; 547.5015860338344 ; 1.0641323726100136 ; [Berlin, Budapest, Kischinau, Kiew, Vilnius, Riga, Warschau, Mins, Kaliningrad, StPetersburg, Moskau, Prag, Kasan, Saransk, Jekaterinenburg, Wolgograd, Sotschi, Rostow, Nowgorod, Wien, Samara, Berlin]
0167 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 780 ; 1495 ; 640.0959139424467 ; 728.1836503994055 ; 1038.0338242449488 ; 517.743542150261 ; 1.057476417301091 ; [Berlin, Wien, Nowgorod, Rostow, Sotschi, Wolgograd, Jekaterinenburg, Saransk, Kasan, Samara, Moskau, StPetersburg, Warschau, Kaliningrad, Vilnius, Kiew, Kischinau, Budapest, Prag, Riga, Mins, Berlin]
0168 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 890 ; 1532 ; 568.6762273566908 ; 733.3971034586114 ; 1017.8589350792806 ; 517.743542150261 ; 1.0 ; [Berlin, Wien, Nowgorod, Rostow, Sotschi, Wolgograd, Jekaterinenburg, Saransk, Kasan, Samara, Moskau, StPetersburg, Warschau, Kaliningrad, Vilnius, Kiew, Kischinau, Budapest, Prag, Riga, Mins, Berlin]
0169 ; 25 ; 6 ; 30.0 ; 51 ; true ; false ; 1000 ; 1561 ; 580.5343907399975 ; 766.4756020689767 ; 914.3723206456568 ; 517.743542150261 ; 1.0 ; [Berlin, Wien, Nowgorod, Rostow, Sotschi, Wolgograd, Jekaterinenburg, Saransk, Kasan, Samara, Moskau, StPetersburg, Warschau, Kaliningrad, Vilnius, Kiew, Kischinau, Budapest, Prag, Riga, Mins, Berlin]
0170 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 10 ; 287 ; 750.8288200151569 ; 830.2350991824424 ; 967.504139741675 ; 750.8288200151569 ; 1.33186150203959 ; [Berlin, Prag, Mins, Saransk, Wolgograd, StPetersburg, Wien, Budapest, Kasan, Samara, Jekaterinenburg, Vilnius, Rostow, Moskau, Nowgorod, Sotschi, Kischinau, Kiew, Riga, Warschau, Kaliningrad, Berlin]
0171 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 120 ; 2756 ; 676.6140033627836 ; 774.5344148450417 ; 887.2647683346214 ; 675.4203792062588 ; 1.1116466768407502 ; [Berlin, Prag, Budapest, Wien, Mins, Sotschi, Wolgograd, Saransk, Kasan, Kiew, Kaliningrad, Warschau, Riga, Vilnius, StPetersburg, Kischinau, Nowgorod, Moskau, Rostow, Jekaterinenburg, Samara, Berlin]
0172 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 230 ; 2721 ; 608.5827046732642 ; 683.6913870197917 ; 809.4463422668937 ; 608.5827046732642 ; 1.1098251297970723 ; [Berlin, Vilnius, Samara, Jekaterinenburg, Nowgorod, Wien, Riga, Mins, Kiew, Kasan, Saransk, Wolgograd, Sotschi, Rostow, Moskau, Warschau, Kischinau, Kaliningrad, Budapest, Prag, StPetersburg, Berlin]
0173 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 340 ; 2673 ; 602.1147759776593 ; 682.5734781748477 ; 810.6665346334486 ; 572.3382263965257 ; 1.0633270269311483 ; [Berlin, Kaliningrad, Wien, Samara, Jekaterinenburg, Nowgorod, Moskau, StPetersburg, Riga, Mins, Kiew, Kasan, Saransk, Sotschi, Rostow, Wolgograd, Kischinau, Warschau, Prag, Budapest, Vilnius, Berlin]
0174 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 450 ; 2539 ; 673.9371432365523 ; 789.2718255405276 ; 922.044005886636 ; 572.3382263965257 ; 1.0 ; [Berlin, Kaliningrad, Wien, Samara, Jekaterinenburg, Nowgorod, Moskau, StPetersburg, Riga, Mins, Kiew, Kasan, Saransk, Sotschi, Rostow, Wolgograd, Kischinau, Warschau, Prag, Budapest, Vilnius, Berlin]
0175 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 560 ; 2553 ; 618.8423628817949 ; 737.8553460092295 ; 1041.9606410712702 ; 572.3382263965257 ; 1.0 ; [Berlin, Kaliningrad, Wien, Samara, Jekaterinenburg, Nowgorod, Moskau, StPetersburg, Riga, Mins, Kiew, Kasan, Saransk, Sotschi, Rostow, Wolgograd, Kischinau, Warschau, Prag, Budapest, Vilnius, Berlin]
0176 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 670 ; 3097 ; 611.4298181093938 ; 729.9616012917246 ; 911.0530168439429 ; 572.3382263965257 ; 1.0 ; [Berlin, Kaliningrad, Wien, Samara, Jekaterinenburg, Nowgorod, Moskau, StPetersburg, Riga, Mins, Kiew, Kasan, Saransk, Sotschi, Rostow, Wolgograd, Kischinau, Warschau, Prag, Budapest, Vilnius, Berlin]
0177 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 780 ; 2861 ; 625.348673210824 ; 746.3672415098955 ; 945.7637005157445 ; 572.3382263965257 ; 1.0 ; [Berlin, Kaliningrad, Wien, Samara, Jekaterinenburg, Nowgorod, Moskau, StPetersburg, Riga, Mins, Kiew, Kasan, Saransk, Sotschi, Rostow, Wolgograd, Kischinau, Warschau, Prag, Budapest, Vilnius, Berlin]
0178 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 890 ; 2559 ; 621.6072677218457 ; 715.4239878509693 ; 938.4101148041752 ; 572.3382263965257 ; 1.0 ; [Berlin, Kaliningrad, Wien, Samara, Jekaterinenburg, Nowgorod, Moskau, StPetersburg, Riga, Mins, Kiew, Kasan, Saransk, Sotschi, Rostow, Wolgograd, Kischinau, Warschau, Prag, Budapest, Vilnius, Berlin]
0179 ; 25 ; 6 ; 30.0 ; 100 ; true ; false ; 1000 ; 2651 ; 469.9509887933416 ; 547.9334627542221 ; 681.917533073607 ; 469.9509887933416 ; 1.217867905472603 ; [Berlin, Kaliningrad, Warschau, Riga, Vilnius, Mins, StPetersburg, Saransk, Nowgorod, Rostow, Sotschi, Wolgograd, Kasan, Jekaterinenburg, Samara, Kischinau, Kiew, Wien, Prag, Budapest, Moskau, Berlin]
0180 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 10 ; 8 ; 901.4257194859435 ; 1048.3321686153797 ; 1226.7879310877163 ; 901.4257194859435 ; 1.10935374749488 ; [Berlin, Saransk, Kasan, StPetersburg, Kaliningrad, Sotschi, Jekaterinenburg, Vilnius, Moskau, Samara, Kiew, Mins, Kischinau, Wien, Prag, Budapest, Rostow, Nowgorod, Wolgograd, Riga, Warschau, Berlin]
0181 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 120 ; 79 ; 849.0904966085335 ; 975.253456151627 ; 1226.7879310877163 ; 849.0904966085335 ; 1.0616368020681533 ; [Berlin, Riga, Vilnius, Kiew, StPetersburg, Kaliningrad, Prag, Saransk, Samara, Kasan, Rostow, Wolgograd, Mins, Sotschi, Nowgorod, Moskau, Budapest, Wien, Jekaterinenburg, Kischinau, Warschau, Berlin]
0182 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 230 ; 69 ; 840.7443461427614 ; 954.452975199202 ; 1226.7879310877163 ; 840.7443461427614 ; 1.009927096749521 ; [Berlin, Budapest, Moskau, Nowgorod, Sotschi, Mins, Wolgograd, Rostow, Kasan, Samara, Saransk, Prag, Kaliningrad, StPetersburg, Kiew, Vilnius, Riga, Warschau, Kischinau, Jekaterinenburg, Wien, Berlin]
0183 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 340 ; 79 ; 831.600943079053 ; 928.8719395925986 ; 1226.7879310877163 ; 797.1313489389297 ; 1.0547124351110835 ; [Berlin, Kaliningrad, StPetersburg, Kiew, Vilnius, Riga, Warschau, Kischinau, Jekaterinenburg, Nowgorod, Wien, Budapest, Moskau, Sotschi, Mins, Wolgograd, Rostow, Kasan, Samara, Saransk, Prag, Berlin]
0184 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 450 ; 67 ; 831.6009430790532 ; 950.0200957992021 ; 1171.3619179919351 ; 797.1313489389297 ; 1.0 ; [Berlin, Kaliningrad, StPetersburg, Kiew, Vilnius, Riga, Warschau, Kischinau, Jekaterinenburg, Nowgorod, Wien, Budapest, Moskau, Sotschi, Mins, Wolgograd, Rostow, Kasan, Samara, Saransk, Prag, Berlin]
0185 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 560 ; 105 ; 815.700970249098 ; 909.0512589703426 ; 1017.1699975446404 ; 797.1313489389297 ; 1.0 ; [Berlin, Kaliningrad, StPetersburg, Kiew, Vilnius, Riga, Warschau, Kischinau, Jekaterinenburg, Nowgorod, Wien, Budapest, Moskau, Sotschi, Mins, Wolgograd, Rostow, Kasan, Samara, Saransk, Prag, Berlin]
0186 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 670 ; 68 ; 815.700970249098 ; 905.8933208733642 ; 1097.829101003084 ; 797.1313489389297 ; 1.0 ; [Berlin, Kaliningrad, StPetersburg, Kiew, Vilnius, Riga, Warschau, Kischinau, Jekaterinenburg, Nowgorod, Wien, Budapest, Moskau, Sotschi, Mins, Wolgograd, Rostow, Kasan, Samara, Saransk, Prag, Berlin]
0187 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 780 ; 108 ; 819.6905273532302 ; 936.7782351079762 ; 1192.4874205155315 ; 797.1313489389297 ; 1.0 ; [Berlin, Kaliningrad, StPetersburg, Kiew, Vilnius, Riga, Warschau, Kischinau, Jekaterinenburg, Nowgorod, Wien, Budapest, Moskau, Sotschi, Mins, Wolgograd, Rostow, Kasan, Samara, Saransk, Prag, Berlin]
0188 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 890 ; 89 ; 819.6905273532302 ; 1004.0763420495767 ; 1235.1112844977947 ; 797.1313489389297 ; 1.0 ; [Berlin, Kaliningrad, StPetersburg, Kiew, Vilnius, Riga, Warschau, Kischinau, Jekaterinenburg, Nowgorod, Wien, Budapest, Moskau, Sotschi, Mins, Wolgograd, Rostow, Kasan, Samara, Saransk, Prag, Berlin]
0189 ; 25 ; 10 ; 1.0 ; 1 ; true ; false ; 1000 ; 71 ; 901.651063018238 ; 1038.9492850655965 ; 1250.6585717348034 ; 797.1313489389297 ; 1.0 ; [Berlin, Kaliningrad, StPetersburg, Kiew, Vilnius, Riga, Warschau, Kischinau, Jekaterinenburg, Nowgorod, Wien, Budapest, Moskau, Sotschi, Mins, Wolgograd, Rostow, Kasan, Samara, Saransk, Prag, Berlin]
0190 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 10 ; 134 ; 888.7528195205871 ; 943.1994438725898 ; 1071.8008571432574 ; 873.344054394444 ; 1.1450241115952593 ; [Berlin, Prag, Riga, Warschau, Kaliningrad, Moskau, Vilnius, Kischinau, Kasan, Samara, Mins, Sotschi, StPetersburg, Nowgorod, Saransk, Rostow, Budapest, Wien, Kiew, Wolgograd, Jekaterinenburg, Berlin]
0191 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 120 ; 1718 ; 873.344054394444 ; 950.2043641911323 ; 1071.8008571432576 ; 869.8946047800948 ; 1.0039653649940974 ; [Berlin, Riga, Warschau, Kaliningrad, Moskau, Vilnius, Kischinau, Kasan, Samara, Mins, Sotschi, StPetersburg, Nowgorod, Saransk, Rostow, Budapest, Wien, Kiew, Wolgograd, Jekaterinenburg, Prag, Berlin]
0192 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 230 ; 1365 ; 834.6914932358286 ; 914.992797514133 ; 1036.5977455989912 ; 834.6914932358284 ; 1.0421749973847168 ; [Berlin, Riga, Warschau, StPetersburg, Moskau, Kaliningrad, Vilnius, Kischinau, Kasan, Samara, Mins, Sotschi, Nowgorod, Saransk, Rostow, Budapest, Wien, Kiew, Wolgograd, Jekaterinenburg, Prag, Berlin]
0193 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 340 ; 1462 ; 834.6914932358284 ; 896.918094776141 ; 1036.5977455989912 ; 834.6914932358284 ; 1.0 ; [Berlin, Riga, Warschau, StPetersburg, Moskau, Kaliningrad, Vilnius, Kischinau, Kasan, Samara, Mins, Sotschi, Nowgorod, Saransk, Rostow, Budapest, Wien, Kiew, Wolgograd, Jekaterinenburg, Prag, Berlin]
0194 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 450 ; 1411 ; 834.6914932358286 ; 897.6591811248744 ; 1036.5977455989912 ; 834.6914932358284 ; 1.0 ; [Berlin, Riga, Warschau, StPetersburg, Moskau, Kaliningrad, Vilnius, Kischinau, Kasan, Samara, Mins, Sotschi, Nowgorod, Saransk, Rostow, Budapest, Wien, Kiew, Wolgograd, Jekaterinenburg, Prag, Berlin]
0195 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 560 ; 1294 ; 749.3966170134148 ; 847.4821414105826 ; 947.8534197622283 ; 748.8719643135435 ; 1.1145984000094753 ; [Berlin, Mins, Riga, Warschau, Kischinau, Kiew, StPetersburg, Kaliningrad, Vilnius, Moskau, Kasan, Samara, Rostow, Sotschi, Nowgorod, Saransk, Budapest, Wien, Wolgograd, Jekaterinenburg, Prag, Berlin]
0196 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 670 ; 1322 ; 748.8719643135435 ; 825.9070495521247 ; 947.8534197622283 ; 748.8719643135435 ; 1.0 ; [Berlin, Mins, Riga, Warschau, Kischinau, Kiew, StPetersburg, Kaliningrad, Vilnius, Moskau, Kasan, Samara, Rostow, Sotschi, Nowgorod, Saransk, Budapest, Wien, Wolgograd, Jekaterinenburg, Prag, Berlin]
0197 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 780 ; 1351 ; 748.8719643135435 ; 827.3171533128493 ; 947.8534197622283 ; 682.433480591014 ; 1.0973552523609937 ; [Berlin, Budapest, Saransk, Nowgorod, Sotschi, Rostow, Samara, Kasan, Moskau, StPetersburg, Kaliningrad, Kiew, Kischinau, Warschau, Riga, Mins, Vilnius, Jekaterinenburg, Wolgograd, Wien, Prag, Berlin]
0198 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 890 ; 1342 ; 748.8719643135435 ; 832.6723200880391 ; 947.8534197622282 ; 682.433480591014 ; 1.0 ; [Berlin, Budapest, Saransk, Nowgorod, Sotschi, Rostow, Samara, Kasan, Moskau, StPetersburg, Kaliningrad, Kiew, Kischinau, Warschau, Riga, Mins, Vilnius, Jekaterinenburg, Wolgograd, Wien, Prag, Berlin]
0199 ; 25 ; 10 ; 1.0 ; 51 ; true ; false ; 1000 ; 1376 ; 765.1541414264398 ; 819.6794516838823 ; 947.8534197622282 ; 682.433480591014 ; 1.0 ; [Berlin, Budapest, Saransk, Nowgorod, Sotschi, Rostow, Samara, Kasan, Moskau, StPetersburg, Kaliningrad, Kiew, Kischinau, Warschau, Riga, Mins, Vilnius, Jekaterinenburg, Wolgograd, Wien, Prag, Berlin]
0200 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 10 ; 232 ; 682.4351460873418 ; 757.0271659354152 ; 859.1096797724964 ; 682.4351460873418 ; 1.4653407078070018 ; [Berlin, Mins, Kaliningrad, Wien, Kischinau, Saransk, Wolgograd, Jekaterinenburg, Samara, Rostow, Sotschi, Kiew, Kasan, Moskau, StPetersburg, Riga, Vilnius, Nowgorod, Warschau, Budapest, Prag, Berlin]
0201 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 120 ; 2715 ; 682.4351460873418 ; 776.8516023529479 ; 859.1096797724964 ; 682.4351460873418 ; 1.0 ; [Berlin, Mins, Kaliningrad, Wien, Kischinau, Saransk, Wolgograd, Jekaterinenburg, Samara, Rostow, Sotschi, Kiew, Kasan, Moskau, StPetersburg, Riga, Vilnius, Nowgorod, Warschau, Budapest, Prag, Berlin]
0202 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 230 ; 2726 ; 676.4733594443726 ; 777.3824758137259 ; 883.626698904532 ; 676.4733594443726 ; 1.008813039803764 ; [Berlin, Prag, Budapest, Warschau, Nowgorod, StPetersburg, Riga, Moskau, Kasan, Sotschi, Rostow, Samara, Jekaterinenburg, Wolgograd, Saransk, Kischinau, Wien, Kaliningrad, Mins, Vilnius, Kiew, Berlin]
0203 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 340 ; 2605 ; 662.433780640908 ; 747.9383009452711 ; 866.3943022171427 ; 655.7435372453048 ; 1.0316126976807902 ; [Berlin, Prag, Budapest, Warschau, Nowgorod, Kiew, Moskau, Kasan, Sotschi, Rostow, Samara, Jekaterinenburg, Wolgograd, Saransk, Kischinau, StPetersburg, Riga, Wien, Kaliningrad, Mins, Vilnius, Berlin]
0204 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 450 ; 2516 ; 655.7435372453049 ; 694.2546895564883 ; 803.3622474127578 ; 655.7435372453048 ; 1.0 ; [Berlin, Prag, Budapest, Warschau, Nowgorod, Kiew, Moskau, Kasan, Sotschi, Rostow, Samara, Jekaterinenburg, Wolgograd, Saransk, Kischinau, StPetersburg, Riga, Wien, Kaliningrad, Mins, Vilnius, Berlin]
0205 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 560 ; 2675 ; 655.7435372453049 ; 723.2985208909984 ; 833.5898634688893 ; 655.7435372453048 ; 1.0 ; [Berlin, Prag, Budapest, Warschau, Nowgorod, Kiew, Moskau, Kasan, Sotschi, Rostow, Samara, Jekaterinenburg, Wolgograd, Saransk, Kischinau, StPetersburg, Riga, Wien, Kaliningrad, Mins, Vilnius, Berlin]
0206 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 670 ; 2601 ; 655.7435372453048 ; 765.6058298297561 ; 866.3943022171427 ; 655.7435372453048 ; 1.0 ; [Berlin, Prag, Budapest, Warschau, Nowgorod, Kiew, Moskau, Kasan, Sotschi, Rostow, Samara, Jekaterinenburg, Wolgograd, Saransk, Kischinau, StPetersburg, Riga, Wien, Kaliningrad, Mins, Vilnius, Berlin]
0207 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 780 ; 2540 ; 662.4914386841119 ; 765.2525692454743 ; 866.3943022171427 ; 655.7435372453048 ; 1.0 ; [Berlin, Prag, Budapest, Warschau, Nowgorod, Kiew, Moskau, Kasan, Sotschi, Rostow, Samara, Jekaterinenburg, Wolgograd, Saransk, Kischinau, StPetersburg, Riga, Wien, Kaliningrad, Mins, Vilnius, Berlin]
0208 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 890 ; 2548 ; 655.7435372453049 ; 741.9573249245209 ; 866.3943022171427 ; 655.7435372453048 ; 1.0 ; [Berlin, Prag, Budapest, Warschau, Nowgorod, Kiew, Moskau, Kasan, Sotschi, Rostow, Samara, Jekaterinenburg, Wolgograd, Saransk, Kischinau, StPetersburg, Riga, Wien, Kaliningrad, Mins, Vilnius, Berlin]
0209 ; 25 ; 10 ; 1.0 ; 100 ; true ; false ; 1000 ; 2894 ; 656.8542882267084 ; 749.1204145494427 ; 864.0076276868679 ; 655.7435372453048 ; 1.0 ; [Berlin, Prag, Budapest, Warschau, Nowgorod, Kiew, Moskau, Kasan, Sotschi, Rostow, Samara, Jekaterinenburg, Wolgograd, Saransk, Kischinau, StPetersburg, Riga, Wien, Kaliningrad, Mins, Vilnius, Berlin]
0210 ; 25 ; 10 ; 16.0 ; 1 ; true ; false ; 10 ; 8 ; 806.6665869125363 ; 1040.1204858259123 ; 1335.0674291789662 ; 806.6665869125363 ; 1.2396695440521897 ; [Berlin, Riga, Kiew, Sotschi, StPetersburg, Prag, Wien, Vilnius, Kaliningrad, Samara, Saransk, Kasan, Jekaterinenburg, Kischinau, Moskau, Mins, Nowgorod, Wolgograd, Budapest, Rostow, Warschau, Berlin]
0211 ; 25 ; 10 ; 16.0 ; 1 ; true ; false ; 120 ; 61 ; 806.6665869125363 ; 1074.1940706764397 ; 1335.0674291789662 ; 806.6665869125363 ; 1.0 ; [Berlin, Riga, Kiew, Sotschi, StPetersburg, Prag, Wien, Vilnius, Kaliningrad, Samara, Saransk, Kasan, Jekaterinenburg, Kischinau, Moskau, Mins, Nowgorod, Wolgograd, Budapest, Rostow, Warschau, Berlin]
0212 ; 25 ; 10 ; 16.0 ; 1 ; true ; false ; 230 ; 69 ; 924.9217081874409 ; 1056.7531732343907 ; 1212.3308505765585 ; 806.6665869125363 ; 1.0 ; [Berlin, Riga, Kiew, Sotschi, StPetersburg, Prag, Wien, Vilnius, Kaliningrad, Samara, Saransk, Kasan, Jekaterinenburg, Kischinau, Moskau, Mins, Nowgorod, Wolgograd, Budapest, Rostow, Warschau, Berlin]
0213 ; 25 ; 10 ; 16.0 ; 1 ; true ; false ; 340 ; 70 ; 912.814095999619 ; 1096.4575198565244 ; 1331.380827535282 ; 806.6665869125363 ; 1.0 ; [Berlin, Riga, Kiew, Sotschi, StPetersburg, Prag, Wien, Vilnius, Kaliningrad, Samara, Saransk, Kasan, Jekaterinenburg, Kischinau, Moskau, Mins, Nowgorod, Wolgograd, Budapest, Rostow, Warschau, Berlin]
0214 ; 25 ; 10 ; 16.0 ; 1 ; true ; false ; 450 ; 69 ; 826.5630849486986 ; 1051.5892967965938 ; 1246.4463566539548 ; 806.6665869125363 ; 1.0 ; [Berlin, Riga, Kiew, Sotschi, StPetersburg, Prag, Wien, Vilnius, Kaliningrad, Samara, Saransk, Kasan, Jekaterinenburg, Kischinau, Moskau, Mins, Nowgorod, Wolgograd, Budapest, Rostow, Warschau, Berlin]
